"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"rhizosphere","asv_001176",0.0637834428252539,0.975378108786641,15.86984259,18.11085607,1.10139609,1.311e-05,9.3e-07,1.03251192,0.89161744,62.99376185,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_002557",0.0635766732497252,0.85101479512305,2.78921527,1.20819693,15.2041164,0.00074724,0,0,0.29669162,80.50103254,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_002237",0.0633690806201385,0.931242889676194,3.7033212,0,4.40657162,0,3.93990353,2.7e-07,0,87.95020339,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"rhizosphere","asv_001370",0.0633090519378069,0.126340324102746,1.05068557,0.94374819,1.19095674,1.7711365,8.63018475,1.46536316,0.27407814,84.67384695,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"rhizosphere","asv_003013",0.0632833015877727,0.0643704119903697,0,4.99e-06,12.33035508,0,2.114e-05,0,2.74e-06,87.66961606,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_002786",0.0632798614174432,0.109726943707106,0.20244265,2.98690428,32.53846854,1.178e-05,6.53e-06,9.818e-05,1.8e-07,64.27206786,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_000679",0.0632698723031093,0.394463932220496,0,0.2591355,0.70584719,0,3.802938,0.39554851,0,94.83653079,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"rhizosphere","asv_001720",0.0631963165989568,0.455335953776017,10.01417368,2.6754351,5.5e-07,2.56540109,3.60973519,0,2.65e-06,81.13525174,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"rhizosphere","asv_002083",0.0631461300871722,0.869756226433969,0.60266275,32.02416529,0.00222474,2.19919388,5.37e-06,0,3.80826312,61.36348484,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"rhizosphere","asv_003632",0.0628940460975395,0.792262947967358,0.47371814,0.01012012,5.94773223,0.32175282,11.95264823,2.747e-05,0,81.29400099,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_001460",0.0628391518420212,0.330825469609782,0.5878115,0.16079645,6.87716223,5.26e-06,1.43645292,0,0.25690492,90.68086672,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","ginsengi","f__Planococcaceae g__Sporosarcina s__ginsengi"
"rhizosphere","asv_000973",0.062799931094081,0.587264692840541,16.4221831,10.65890923,0,6.26e-06,0,0.49136451,0.00022277,72.42731413,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001760",0.0627429936958615,0.000564833437953136,47.62957975,13.85469503,0.15988097,4.2e-06,0.17023847,1.03385816,0.00031737,37.15142606,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"rhizosphere","asv_002015",0.0627335183340975,0.458660633421025,3.649841,0,1.73e-06,1.21181812,4.25375234,0,1e-07,90.88458671,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_002017",0.0627173611562812,0.602038793283071,3.46254466,0.52149613,0,1.74572593,0.15865621,0.00021747,2.7e-07,94.11135934,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"rhizosphere","asv_001013",0.0625715108572165,0.516556339543045,6.061e-05,1.70455443,0,1.5e-07,0,0,0.63049083,97.66489397,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_001547",0.0625543536261515,0.481974257064544,0,0,0.01925295,3.49307114,12.63714332,1.756e-05,1.04489153,82.80562351,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"rhizosphere","asv_001781",0.0624610607024352,0.345690261398151,7.888e-05,0,0,5.16931389,0.92366411,1.73e-06,0,93.90694139,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"rhizosphere","asv_001766",0.062452392125278,0.469496161587799,7.52121971,1.31366732,0,4.12756022,15.04870055,1.82646537,0.19842086,69.96396597,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_004222",0.0623775763763455,0.414348157181992,2.50409918,0,0.63222538,0.23045536,13.59846477,0,0.00084321,83.0339121,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_000877",0.0622359517328863,0.586401459146747,16.98740447,0.94606372,1.254609,0,11.142762,2.35578608,2e-08,67.31337471,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001332",0.0622344884934237,0.85494066918904,1.15726148,0,0,7.4e-07,0,3.28e-06,0,98.8427345,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"rhizosphere","asv_002339",0.0622195151013231,0.498887494179249,1.90751715,9.00343829,0.00088716,1.18771331,0,0.15234121,0.9784519,86.76965099,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA,"f__Comamonadaceae g__Polaromonas "
"rhizosphere","asv_001573",0.0621561499576421,0.747462356529741,14.83507671,6.81547581,1.98728804,0.00014873,1.29073482,1.41326241,6e-08,73.6580134,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"rhizosphere","asv_002800",0.0621524155418877,0.533166088655842,1.92666485,0.98036245,12.97568706,3.34269474,0.3898377,1.92070303,0,78.46405017,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"rhizosphere","asv_001651",0.0620704523660988,0.991726795697639,0.00037913,2.56e-05,3.47184383,2.57100709,0,3.817e-05,1.42e-05,93.95669198,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_001647",0.0620195297440595,0.712451510496183,3.14868927,1.25633811,0.66950701,0,0.15569266,5.97e-06,2.00413443,92.76563255,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_003303",0.0619590027363197,0.268393284058319,0,4.09e-06,0,3.53870119,3.8e-07,0,0,96.46129434,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"rhizosphere","asv_002792",0.0619498827119617,0.585972951352624,4.4155855,0,0.5567917,0.38073223,7.87935008,0.35720798,2.7811033,83.62922921,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"rhizosphere","asv_001466",0.0619190725735433,0.0379594997422928,2.97534635,0.81739377,0.47089842,0.85797352,20.84530564,3.0017173,0.00750114,71.02386386,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_002045",0.0619120237686034,0.223334931349498,9.50740123,4.90666782,0.37326579,0.75577566,2.25205905,0,1.177e-05,82.20481868,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_002406",0.0619000645501002,0.689512941551436,2.25198257,0,5e-08,1.9e-07,14.25326083,0.00026786,1.21059175,82.28389676,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_003088",0.0618840218453281,0.149625685600495,1.697e-05,1.61483464,30.96019832,1.5291212,3.675e-05,0.00061303,0.00438512,65.89079398,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_001906",0.0618730378400053,0.547934135756336,6.40142503,0,2.674e-05,3.315e-05,2.30762566,0,0,91.29088942,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"rhizosphere","asv_001712",0.0618491665301863,0.0204680129116774,5.28328858,6.56044986,0,3.57102816,0.9519914,0,5.21e-05,83.63318991,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001003",0.0617534443874225,0.168388919273647,21.33436743,0.95122386,1.2345592,1.21e-06,10.11410752,2.10411241,0,64.26162837,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001692",0.0617413115972766,0.0565474518431424,9.51510848,13.95605177,0.00249142,0.00288755,0.66251322,0.00011586,0.03837945,75.82245227,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_002535",0.0617313135623263,0.628182075739097,0,2.20660775,35.01087346,0.41428426,5.467e-05,1.01438509,0.56785294,60.78594184,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_003649",0.0617061740440685,0.384879014500202,1.18882222,2.01627211,28.26216445,0,7.584e-05,0.12124734,1.706e-05,68.41140098,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae",NA,NA,"f__Streptomycetaceae  "
"rhizosphere","asv_000685",0.0616547723979717,0.0536652726445429,26.39735224,34.7070508,0.04127846,1.59e-06,1.08e-05,1.21e-06,0,38.85430489,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001608",0.0613819014939756,0.68863195262298,1.8e-07,4.5e-07,3.67008097,8.9e-07,2.59e-06,0,0.09268685,96.23722808,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_000886",0.0612797941881743,0.0727630022793436,7.43240502,3.01899555,8.46e-06,0.26842134,7.79e-06,3.4e-07,4.33e-06,89.28015718,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_002894",0.0612796221178869,0.755751339457199,9.47094705,2.4e-07,19.93601963,1.42e-06,9.71297059,4.69e-06,5.2e-06,60.88005118,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"rhizosphere","asv_001414",0.0612664955197074,0.061925920166917,12.00869261,7.46701847,0,3.8e-07,5.03049116,0,1.74346393,73.75033345,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001915",0.0612434595730087,0.991885250732654,3.91e-06,3.84478795,0.2816495,4.8e-07,7.04117341,4e-08,0,88.83238472,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_001514",0.0611588219250825,0.415162786096372,3.23322958,2.81e-06,16.47548067,5.3e-07,7.50021101,5.8e-07,0,72.79107481,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001870",0.0611209097878702,0.487637205418268,8.61972392,0,18.46017022,2.545e-05,0,0.00064142,2e-08,72.91943898,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_002379",0.0611001445192479,0.23105087537961,4.21935147,11.58924067,9.42e-06,1.04178243,6.98e-06,1.38e-05,8.23e-06,83.14958701,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus","f__Comamonadaceae g__Variovorax s__paradoxus"
"rhizosphere","asv_001585",0.0610875668547666,0.816606001195836,0.1034406,1.03285308,10.86991602,3.67e-06,15.9270843,0,1.29e-06,72.06670104,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001394",0.0610786010659437,0.62179195951274,4.72251606,2.59915988,0.3033125,0.38528156,8e-08,0.52660912,3.47e-06,91.46311732,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae",NA,NA,"f__Micromonosporaceae  "
"rhizosphere","asv_001227",0.0610520951823577,0.480459414557764,3.50118271,0,6.71169712,1.47159906,11.30424191,5.776e-05,2.4e-07,77.0112212,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001306",0.0609750930072274,0.780032897902277,9.10340051,0.00029319,0,0,0.00385803,0.02130479,2.25544345,88.61570003,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_001076",0.0609620886140831,0.960855579370175,15.0400065,3.51996323,0,0,3.85432314,1.12e-05,0,77.58569593,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001327",0.0608022510889907,0.515659030692658,19.40130677,3.55321345,0,1.137e-05,8.83027812,0.64299864,0,67.57219165,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001299",0.0607871601036547,0.168152855242774,3.34939843,3.65940905,1.55934873,1.66e-06,2.41686843,0,0.29463059,88.7203431,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_001809",0.0607586597978177,0.29865433077372,14.43410229,0.38593468,18.12026576,0.00115785,6.16176547,0.0009235,0.19246093,60.70338952,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_001648",0.0607558589934965,0.874939642545605,6.54774902,3.04370928,0.00010883,2.647e-05,9.406e-05,0,0.49353817,89.91477417,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans","f__Enterobacteriaceae g__Pantoea s__agglomerans"
"rhizosphere","asv_001482",0.0605954013250277,0.578157800381277,1.52241088,0.53145785,7.07912345,2.71784783,11.52445742,0.47023286,0.37441012,75.78005959,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_002833",0.0605754036209242,0.732714654421707,0,3.86111501,38.81071576,0.12289673,0.16294603,0.45416027,1.32e-06,56.58816488,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_002180",0.0605677433808712,0.46535001435064,8.10994105,4.16064814,0,1.02465334,7.82e-06,1.43451247,2.52e-06,85.27023466,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001288",0.0605116315205427,0.0683710363971939,47.22410597,15.64290757,0.38072415,1.7e-07,0.19393551,1.43821789,0,35.12010874,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"rhizosphere","asv_001423",0.0604536783003571,0.570830515551778,0.72779129,0,1.29857713,0.14936568,2.9e-07,0.10538385,2.59714541,95.12173635,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_000693",0.0603997168146193,0.137766301444488,24.66600033,33.05572521,0.26864461,2.74e-06,0,0.68086714,1.72e-06,41.32875825,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001066",0.0603978754419519,0.950479153756465,0.71817983,3.11005538,5.84955104,0.47038772,18.13122772,2.85e-06,5.9e-07,71.72059486,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_002223",0.0603950739359566,0.6589355814149,5.47709098,2.73109104,1.97e-06,0.94589775,13.28273838,0.67249556,0.00026151,76.89042282,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_003036",0.0603745903783387,0.612129361203287,2.8e-07,1.25657339,1.94781566,0,2.9497752,3e-08,2.35e-06,93.84583309,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001255",0.060325309894051,0.259118724504917,16.88225367,11.48453214,0,0.06808242,2.05152998,2.71746232,8.86e-06,66.79613061,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001409",0.0603094025097825,0.155125129543982,0,1.55282886,0.17276939,0.12831242,4.7641935,4.7e-07,1.43009571,91.95179965,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_002324",0.0602183496149523,0.68998656223836,15.45063896,5.417e-05,4.641e-05,0.06781749,0.55365191,0.00011767,0.00053591,83.9271375,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"rhizosphere","asv_002413",0.0601061255367677,0.629330670485837,0.35861685,0,6.5e-07,0.00051107,1.47425083,0.59271644,3.66022396,93.9136802,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_001174",0.0600885194275807,0.271500221433256,19.90708385,0.40501003,2.32732514,0,15.51777303,4.09433956,0,57.74846839,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_002166",0.0600594526299106,0.247036670488779,3.104817,4.1291678,0,1.74067107,0.53797788,0,5.15673841,85.33062783,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
